name,idf,imdb_score,crit_score,genres,release,country,language,director,actors,summ
Casa Amor Exclusive for Ladies 2015,https://www.imdb.com/title/tt4455690,6.1,81,"['عاشقانه', 'کمدی']",2015,['کره جنوبی'],['کره ای'],['Beom-sik Jeong'],"['Cho Yeo-jeong', 'Clara Lee', 'Kim Tae-Woo']",پس از اخراج شدن از یک شرکت اسباب‌بازی کودکان، یک مدیر بازاریابی که بیش از حد کار می‌کند، با همسایه‌اش که صاحب مغازه سکس‌فروشی است، تیم می‌کند تا اسباب‌بازی‌های بهتری از نوع متفاوت بسازد، و در این روند ازدواج بی‌ثباتش را دوباره زنده کند.
Casino 1995,https://www.imdb.com/title/tt0112641,8.2,73,"['جنایی', 'درام']",1995,"['ایالات متحده', 'فرانسه']",['انگلیسی'],['Martin Scorsese'],"['Joe Pesci', 'Robert De Niro', 'Sharon Stone']",داستان طمع، فریب، پول، قدرت و قتل بین دو دوست صمیمی رخ می‌دهد: یک مجری مافیا و یک مدیر کازینو بر سر یک امپراتوری قمار با یکدیگر رقابت می‌کنند و بر سر یک فرد اجتماعی سریع‌زندگی و عاشق.
Cat Person 2023,https://www.imdb.com/title/tt14647404,6.2,54,"['درام', 'هیجان انگیز']",2023,"['ایالات متحده', 'فرانسه']",['انگلیسی'],['Susanna Fogel'],"['Emilia Jones', 'Geraldine Viswanathan', 'Nicholas Braun']",وقتی مارگوت، دانشجوی سال دوم کالج با رابرت بزرگ‌تر قرار ملاقات می‌گذارد، متوجه می‌شود که رابرت آی‌آر.ال. رابرتی را که او در مورد پیام‌های متنی با او معاشقه می‌کرده است، برآورده نمی‌کند. کاوش تیغ تیز در مورد وحشت دوستیابی.
Causality 2021,https://www.imdb.com/title/tt15909848,5.3,65,"['درام', 'هیجان انگیز']",2021,[],"['انگلیسی', 'برزیلی', 'علامت اسپانیایی']",[],"['Esteban Bigliardi', 'Juana Viale', 'Laura Novoa']",
Censor 2021,https://www.imdb.com/title/tt10329614,6,69,"['ترسناک', 'معمایی']",2021,['انگلستان'],['انگلیسی'],['Prano Bailey-Bond'],"['Michael Smiley', 'Niamh Algar', 'Nicholas Burns']",انید، یک سانسورکننده فیلم، پس از تماشای یک ویدیوی عجیب و غریب آشنا، ناپدید شدن خواهرش را برای حل معمای گذشته ناپدید شدن خواهرش آغاز می‌کند و به جستجویی می‌پردازد که مرز بین داستان و واقعیت را از بین می‌برد.
Cha Cha Real Smooth 2022,https://www.imdb.com/title/tt14376344,7.3,76,"['درام', 'کمدی']",2022,['ایالات متحده'],['انگلیسی'],['Cooper Raiff'],"['Cooper Raiff', 'Dakota Johnson', 'Evan Assante']",مرد جوانی که به عنوان مجری پارتی بار میتسوا کار می کند با یک مادر و دختر اوتیسم دوستی پیدا می کند.
Chak De India 2007,https://www.imdb.com/title/tt0871510,8.2,68,"['خانوادگی', 'درام', 'ورزشی']",2007,['هند'],['هندی'],['Shimit Amin'],"['Sagarika Ghatge', 'Shah Rukh Khan', 'Vidya Malvade']",کبیر خان ، مربی تیم ملی هاکی زنان هند ، رویای این را دارد که تیم تمام دخترانش را در برابر همه مشکلات پیروز کند.
Chameli 2003,https://www.imdb.com/title/tt0383975,7.0,,['درام'],2003,['هند'],['هندی'],['Sudhir Mishra'],"['Kareena Kapoor', 'Rahul Bose', 'Rinke Khanna']",در یک شب بارانی ، وقتی ماشین یک بانکدار سرمایه گذاری در منطقه چراغ قرمز خراب می شود ، او در آنجا ملاقات می کند و بعداً با یک روسپی دوست می شود.
Champions 2023,https://www.imdb.com/title/tt15339570,6.7,50,"['درام', 'کمدی', 'ورزشی']",2023,['ایالات متحده'],['انگلیسی'],['Bobby Farrelly'],"['Kaitlin Olson', 'Matt Cook', 'Woody Harrelson']",یک مربی سابق بسکتبال در لیگ خرده‌پایان توسط دادگاه حکم می‌کند که تیمی متشکل از بازیکنان دارای معلولیت ذهنی را مدیریت کند. او به زودی متوجه می شود که علیرغم تردیدهایش، با هم، این تیم می توانند فراتر از آنچه تصور می کردند پیش بروند.
Chandigarh Kare Aashiqui 2021,https://www.imdb.com/title/tt12861850,7.1,77,['عاشقانه'],2021,['هندوستان'],['هندی'],['Abhishek Kapoor'],"['Ayushmann Khurrana', 'Vaani Kapoor', 'Yograj Singh']","خلاصه داستان : مانو که در رشته ی بدنسازی فعالیت میکند بعد از مدتی در باشگاه با دختری زیبا بنام زومبا اشنا میشود و این دو با هم اشنا میشوند ولی بعدا مانو متوجه میشود زومبا دختری عادی نیست و جنسیت متفاوتی دارد و سعی میکند از او دوری کند و...

"
Charlies Angels Full Throttle 2003,https://www.imdb.com/title/tt0305357,4.9,48,"['اکشن', 'کمدی', 'ماجراجویی']",2003,['ایالات متحده'],"['اسپانیایی', 'انگلیسی', 'ماندارین']",['McG'],"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu']",فرشتگان به بررسی یک سری قتل می پردازند که پس از سرقت پایگاه داده مشخصات حفاظت از شاهد رخ می دهد.
Chasing Waterfalls 2021,https://www.imdb.com/title/tt13110420,6.6,,"['درام', 'عاشقانه']",2021,"['ایالات متحده آمریکا', 'کانادا']","['انگلیسی', 'ایتالیایی', 'لاتین']",['Christie Will Wolf'],"['Cassidy Nugent', 'Christopher Russell', 'Cindy Busby', 'Miranda Frigon']",عکاس ایمی برای یافتن آبشارهای افسانه ای به سراغ یک اقامتگاه دور افتاده می رود و به دنبال راهنمای زیبا ، مارک می رود. آنها برای یافتن آبشار عرفانی و کشف احساسات واقعی خود ماجراجویی می کنند.
Chehre 2021,https://www.imdb.com/title/tt10309902,7.3,,"['درام', 'معمایی', 'هیجان انگیز']",2021,['هند'],['هندی'],['Rumi Jaffery'],"['Amitabh Bachchan', 'Emraan Hashmi', ""Krystle D'Souza""]",پیرمردی 80 ساله با تمایل به بازی های واقعی در داستانی درباره حقوق و ناحق ها. این داستان در مورد تصمیماتی است که شخص در طول زندگی خود می گیرد و این واقعیت که هر تصمیم عواقب ، شنیدن و قضاوت خود را دارد.
Chemical Hearts 2020,https://www.imdb.com/title/tt5843876,6.3,57,"['درام', 'عاشقانه']",2020,['ایالات متحده'],['انگلیسی'],['Richard Tanne'],"['Austin Abrams', 'Lili Reinhart', 'Sarah Jones']",یک دانش آموز منتقل دبیرستانی هنگامی که شروع به کار در روزنامه مدرسه می کند ، اشتیاق جدیدی پیدا می کند.
Chicago 2002,https://www.imdb.com/title/tt0299658,7.2,81,"['جنایی', 'کمدی', 'موزیکال']",2002,"['آلمان', 'ایالات متحده', 'کانادا']","['انگلیسی', 'مجارستانی']",['Rob Marshall'],"['Catherine Zeta-Jones', 'Renée Zellweger', 'Richard Gere']",دو قاتل محکوم به اعدام، در حالی که بر سر تبلیغات، شهرت و توجه یک وکیل بداخلاق رقابت می‌کنند، رقابت شدیدی را ایجاد می‌کنند.
Chicken Run Dawn of the Nugget 2023,https://www.imdb.com/title/tt8337264,7.2,,"['انیمیشن', 'کمدی', 'ماجراجویی']",2023,"['انگلستان', 'ایالات متحده', 'فرانسه']",['انگلیسی'],['Sam Fell'],"['Bella Ramsey', 'Thandiwe Newton', 'Zachary Levi']",جینجر پس از فرار از مزرعه تویدی، پناهگاه جزیره ای آرام برای کل گله پیدا کرده است. اما در سرزمین اصلی، تمام جوجه‌ها با تهدید جدیدی روبرو می‌شوند و جینجر و تیمش تصمیم می‌گیرند وارد آن شوند.
Children of the Corn 2020,https://www.imdb.com/title/tt12311866,7.6,22,['ترسناک'],2020,[],['انگلیسی'],['Kurt Wimmer'],"['Callan Mulvey', 'Elena Kampouris', 'Kate Moyer']",
China OBrien II 1990,https://www.imdb.com/title/tt0101579,4.9,96,['اکشن'],1990,['ایالات متحده آمریکا'],['انگلیسی'],['Robert Clouse'],"['Cynthia Rothrock', 'Frank Magner', 'Keith Cooke', 'Richard Norton']",این بار چاینا اوبراین با دلالی که جایزه ای بر سر او می گذارد مشکل دارد زیرا معامله مهم مواد مخدر او را خراب کرده بود. اما همه جنایتکاران جهان برای ... کافی نخواهند بود ...
Chink Khostatiy detektiv 2022,https://www.imdb.com/title/tt23636152,5.3,88,"['انیمیشن', 'خانوادگی', 'ماجراجویی']",2022,[],['روسی'],['Grigoriy Vozhakin'],"['Evelina Blyodans', 'Ivan Chaban', 'Miroslava Karpovich']",ساکنان دره عسل در حال آماده شدن برای تعطیلات مورد علاقه خود - روز شهر هستند، زمانی که همه شهروندان این فرصت را دارند که یک مصنوع منحصر به فرد - کندوی طلایی را تحسین کنند. طبق افسانه ها، بنیانگذاران هانی وال آن را پیدا کردند...
Chinmoku 1971,https://www.imdb.com/title/tt0067755,7.2,,"['تاریخی', 'درام']",1971,['ژاپن'],"['انگلیسی', 'ژاپنی']",['Masahiro Shinoda'],"['David Lampson', 'Don Kenny', 'Tetsurô Tanba']",دو کشیش یسوعی هنگامی که در قرن هفدهم به ژاپن سفر می کنند تا مسیحیت را گسترش دهند و مربی خود را پیدا کنند، با آزار و شکنجه روبرو می شوند.
Chirutha 2007,https://www.imdb.com/title/tt1105721,5.3,,['اکشن'],2007,['هند'],['تلوگو'],['Puri Jagannadh'],"['Neha Sharma', 'Prakash Raj', 'Ram Charan']",عواقبی که پس از عشق بین قهرمان و قهرمان رخ می دهد ، هنگامی که آنها به طور تصادفی در جزیره ای عاشق می شوند.
Choose Love 2023,https://www.imdb.com/title/tt19267924,7.5,88,"['عاشقانه', 'کمدی']",2023,['ایالات متحده'],['انگلیسی'],['Stuart McDonald'],"['Avan Jogia', 'Laura Marano', 'Scott Michael Foster']",کامی همه چیز را دارد، شغل و دوست پسر عالی، اما او احساس می کند که چیزی کم است، و این احساس با ملاقات با رکس و بازگشت یک عشق قدیمی به زندگی او شروع به رشد می کند.
Choose or Die 2022,https://www.imdb.com/title/tt11514780,4.9,40,"['ترسناک', 'درام', 'هیجان انگیز']",2022,['انگلستان'],['انگلیسی'],['Toby Meakins'],"['Asa Butterfield', 'Eddie Marsan', 'Robert Englund']",پس از شروع یک بازی ترسناک بقا از دست رفته دهه 80، یک کدنویس جوان نفرین پنهانی را منتشر می کند که واقعیت را از هم می پاشد و او را مجبور می کند تصمیمات وحشتناکی بگیرد و با عواقب مرگبار روبرو شود.
Christmas at Maple Creek 2020,https://www.imdb.com/title/tt13190948,5.8,,['کمدی'],2020,['کانادا'],['انگلیسی'],['Max McGuire'],"['Erin Eldershaw', 'Jake Epstein', 'Jeni Ross']","جرقه‌ها به پرواز در می‌آیند که یک رمان‌نویس عاشقانه با آهنگر محلی کار می‌کند تا قبل از کریسمس یک روستای جذاب پیشگام را نجات دهد. اما وقتی عشق مخفیانه او فرا می رسد، او صفحه ای از رمان هایش را می گیرد تا ""Happily Ever After"" واقعی خود را دریابد."
Chronicle of a Serial Killer 2020,https://www.imdb.com/title/tt4269310,3.7,81,['هیجان انگیز'],2020,['ایالات متحده'],['انگلیسی'],['Steve Stanulis'],"['Brendan Sexton III', 'Dominique Swain', 'Steve Stanulis']",چه چیزی در ذهن یک قاتل زنجیره ای می گذرد که او با دقت نقشه جنایات خود را می کشد، در مورد قربانیان خود تحقیق می کند و آنها را به دام می اندازد در حالی که آنها عاقل تر نیستند؟
Circle 2015,https://www.imdb.com/title/tt3118452,6.0,88,"['ترسناک', 'درام', 'معمایی']",2015,['ایالات متحده'],['انگلیسی'],"['Aaron Hann', 'Mario Miscione']","['Aimee McKay', 'Allegra Masters', 'Ashley Key']",پنجاه غریبه که به اسارت گرفته می شوند و با اعدام قریب الوقوع آنها روبرو می شوند، مجبور می شوند از بین خود فردی را انتخاب کنند که شایسته زندگی است.
